faimsAttributeID,,Faims true attribute name,faimsEntityAttributeName,mungoAttributeLabelStatic,attributeLocation,faimsVocab,mungoVocab,VocabCountOrder,pictureFilename,infoFilenames,VocabDescription,parentVocabularyName,notesToFAIMSTeam,Actionable,notesToMungoTeam
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{brownsoil},brownsoil,17,75_brn soil exposure.jpg,75_brn soil exposure.jpg;74_brn soil profile.jpg;76_brownsoil.jpg,soil of a brownish colour,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{darksoil},darksoil,18,77_drk carb soil.jpg,77_drk carb soil.jpg;78_dark greyish soil resid.jpg;79_drk carb soil close up.jpg,"soil with greyish to dark greyish colour, carbonate rich",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{carbsoft},carbsoft,19,80_softcarb.jpg,80_softcarb.jpg,sediment containing diffuse soil carbonate (C horizon),,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{carbnodule},carbnodule,20,81_carb nodule.jpg,81_carb nodule.jpg;82_C horizon with rhizomorphs.jpg,sediment containing hard carbonate nodules (C horizon),,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{carbpavemt},carbpavemt,21,83_carb pave exposure.jpg,83_carb pave exposure.jpg;84_carbpavement.jpg,well developed in situ soil carbonates forming a solid pavement,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{carblag},carblag,22,86_carb lag.jpg,85_carb lag exposure.jpg;86_carb lag.jpg,"broken up, angular pieces of carbonate nodules, root traces, burrows, rhizomorphs representing a reworked lag",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{finesilt},finesilt,23,87_fine silt.jpg,87_fine silt.jpg,"fine, well-sorted silt with no clay component",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{cobblebeach},cobblebeach,24,88_cobble beach exposure.jpg,88_cobble beach exposure.jpg;89_cobble beach profile.jpg;90_subtle cobble beach.jpg;91_cobble beach close up.jpg,"continuous bed of rounded carbonate nodules, rhizomorphs etc together with rounded pebbles/cobbles of qtz or rock fragments",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{gravelbeach},gravelbeach,25,,,relatively continuous bed of rounded gravels and coarse sand,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{other},other,26,,,sediment not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{Golgol},Golgol,1,,,deeply weathered sands and clays with strong red colour,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{ggC},ggC,2,,,Golgol C horizon: in situ carbonate nodules and sediments cemented together to form distinct pavement (pinkish colour),,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{gglag},gglag,3,,,"surface lag made up of broken up, angular pieces of pinkish carbonate nodules, root traces etc derived from the Golgol C",,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{B},B,4,,,Lower Mungo,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{C},C,5,,,Upper Mungo,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{D},D,6,,,mega-lake sediments,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{E},E,7,,,Arumpo/Zanci,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{F},F,8,,,unconsolidated sands reworked lunette sediments,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{G},G,9,,,Holocene alluvial fans,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{H},H,10,,,modern aeolian,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{I},I,11,,,modern alluvium,,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{other},other,13,,,stratigraphic unit not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,OldBone_-_Stratigraphic_Unit,OldBone_-_Stratigraphic_Unit,Stratigraphic Unit,Bone,{indet},unident,14,,,stratgraphic unit not identified,,,,
1.69E+11,1.69154E+11,OldBone_-_Vulnerability_To_Erosion,OldBone_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Bone,{low},low,1,94_low on clayeysand except rills.jpg,92_low lake floor.jpg;93_low platform.jpg;94_low on clayeysand except rills.jpg;95_low but high in rills 1.jpg;96_low but high in rills 2.jpg;97_low on pedestal.jpg,"on a relatively stable, flat surface or gentle slope that is not being eroded by rills, in well cemented (firm) sediment",,,,
1.69E+11,1.69154E+11,OldBone_-_Vulnerability_To_Erosion,OldBone_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Bone,{moderate},moderate,2,100_moderate until rills cut in.jpg,98_moderate low slope no rills.jpg;99_moderate shells on platform.jpg;100_moderate until rills cut in.jpg,"wider area is being eaten away by ongoing erosion, e.g. near edge of platform exposure, gully head, expanding rill system",,,,
1.69E+11,1.69154E+11,OldBone_-_Vulnerability_To_Erosion,OldBone_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Bone,{high},high,3,103_high rills cutting in no finds in rills.jpg,101_high rills shell.jpg;102_high adjacent rills fragile feature.jpg;103_high rills cutting in no finds in rills.jpg;104_high hearth sand gully edge.jpg;105_high mobile sand covering.jpg;106_high small bones mod slope.jpg,"high probability of material being removed by erosion, or of the hearth losing its integrity, e.g. relatively steep slope with incipient rills and/or in loose sandy sediment",,,,
1.69E+11,1.69154E+11,OldBone_-_Vulnerability_To_Erosion,OldBone_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Bone,{extreme},extreme,4,110_extreme hearth gully edge.jpg,107_extreme cut by deep rills.jpg;108_extreme.jpg;109_extreme fragile on mod slope inc rill.jpg;110_extreme hearth gully edge.jpg,"hearth material is in imminent danger of rapid removal and loss, e.g. edge of eroding residual or deep rill, in gully wall, on a steep slope- washed surface, or in loose sandy sediment",,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{foredune},foredune,1,111_foredune backdune.jpg,111_foredune backdune.jpg;112_foredune crest.jpg;113_foredune.jpg;114_foredune & crest & backdune.jpg,stratigraphic layers are sloping towards the lakebed,,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{backdune},backdune,2,116_backdune.jpg,111_foredune backdune.jpg;114_foredune & crest & backdune.jpg;115_backdune.jpg;116_backdune.jpg,Stratigraphic layers are sloping towards the hinterland,,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{crest},crest,3,118_crest 7.jpg,112_foredune crest.jpg;114_foredune & crest & backdune.jpg;117_crest 2.jpg;118_crest 7.jpg,"Crest of dune, stratigraphic layers slope away, towards both lakebed and hinterland",,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{beach},beach,4,120_beach section.jpg,119_beach3.jpg;120_beach section.jpg,An area of rounded cobbles or gravels in distinct horizon,,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{spit},spit,5,,,Projection from dune into lakebed,,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{allfan},allfan,6,124_alluvial fan lake floor.jpg,121_Mungo lunette.jpg;122_air photo all fan.jpg;123_air photo lake bed.jpg;124_alluvial fan lake floor.jpg,ancient alluvial fan,,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{lakebed},lakebed,7,125_lakebed.jpg,125_lakebed.jpg,Lakebed sediments,,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{other},other,8,,,"palaeotopographic setting not described by any of the above, eg. palaeogully or palaeogully fill",,,,
1.69E+11,1.69154E+11,OldBone_-_Palaeotopographic_Setting,OldBone_-_Palaeotopographic_Setting,Palaeotopographic Setting,Bone,{indet},indet,9,126_indet & backdune.jpg,126_indet & backdune.jpg,Indeterminate,,,,
1.69E+11,1.69154E+11,OldBone_-_Photos,OldBone_-_Photos,Photos,Bone,,,,,532_1388 setting.jpg;533_1388 bone in situ.jpg,"Take 2 images:_x000D_1.     landscape/stratigraphic setting (to aid re-location), include horizon and nearby landmarks that will have some longevity_x000D_2.     the feature itself (to aid identification) -- include the critical components of the feature like the in situ portion of a hearth or bone cluster",,,,
1.69E+11,1.69154E+11,OldBone_-_Notes,OldBone_-_Notes,Notes,Bone,,,,,,,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_in_situ_material,OldBone_-_Associated_in_situ_material,Associated insitu material,Bone Associated Insitu Materials,{hearthmaterial},hearth material,1,,257_none.jpg;484_hearth material_baked clay.JPG,"Hearthstones, baked sediment or charcoal/organic material",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_in_situ_material,OldBone_-_Associated_in_situ_material,Associated insitu material,Bone Associated Insitu Materials,{mussel},mussel,2,,485_mussel.jpg,Mussel shell or shell fragment,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_in_situ_material,OldBone_-_Associated_in_situ_material,Associated insitu material,Bone Associated Insitu Materials,{eggshell},eggshell,3,,486_eggshell.jpg,"Emu, Genyornis or other eggshell",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_in_situ_material,OldBone_-_Associated_in_situ_material,Associated insitu material,Bone Associated Insitu Materials,{stoneart},stoneart,4,,154_insitu.jpg,"Chipped, unmodified or ground stone",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_in_situ_material,OldBone_-_Associated_in_situ_material,Associated insitu material,Bone Associated Insitu Materials,{otherwork},otherwork,5,,133_ochrediss.jpg;137_qtzxal.jpg,Other worked or transported material,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_surface_material,OldBone_-_Associated_surface_material,Associated  surface material,Bone Associated Surface Materials,{hearthmaterial},hearth material,1,,293_hscarb burned & unburned;487_hearth material_baked sed.JPG,"Hearthstones, baked sediment or charcoal/organic material",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_surface_material,OldBone_-_Associated_surface_material,Associated  surface material,Bone Associated Surface Materials,{mussel},mussel,2,,488_mussel.jpg,Mussel shell or shell fragment,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_surface_material,OldBone_-_Associated_surface_material,Associated  surface material,Bone Associated Surface Materials,{eggshell},eggshell,3,,324_other_emuegg.jpg,"Emu, Genyornis or other eggshell",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_surface_material,OldBone_-_Associated_surface_material,Associated  surface material,Bone Associated Surface Materials,{stoneart},stoneart,4,,171_ru.jpg,"Chipped, unmodified or ground stone",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_surface_material,OldBone_-_Associated_surface_material,Associated  surface material,Bone Associated Surface Materials,{otherwork},otherwork,5,,134_ochrenod.jpg;490_otherwork_shellmod.jpg,Other worked or transported material,,,,
1.69E+11,1.69154E+11,OldBone_-_Bivalve_preservation,OldBone_-_Bivalve_preservation,Bivalve Preservation,Bone Associated Insitu Materials; Bone Associated Surface Materials,{good},good,1,,282_good.jpg,"Majority of shell is whole or near whole, or articulated",,"Heading is showing up as: ""(oldBone_UI _bivalve preservation)"" please change to ""Preservation of bivalves""",arch16n,
1.69E+11,1.69154E+11,OldBone_-_Bivalve_preservation,OldBone_-_Bivalve_preservation,Bivalve Preservation,Bone Associated Insitu Materials; Bone Associated Surface Materials,{good},good,1,,282_good.jpg,"Majority of shell is whole or near whole, or articulated",,,,
1.69E+11,1.69154E+11,OldBone_-_Bivalve_preservation,OldBone_-_Bivalve_preservation,Bivalve Preservation,Bone Associated Insitu Materials; Bone Associated Surface Materials,{moderate},moderate,2,,271_none.jpg;529_moderate.jpg,Mixture of fragmented and near whole shell,,,,
1.69E+11,1.69154E+11,OldBone_-_Bivalve_preservation,OldBone_-_Bivalve_preservation,Bivalve Preservation,Bone Associated Insitu Materials; Bone Associated Surface Materials,{moderate},moderate,2,,271_none.jpg;529_moderate.jpg,Mixture of fragmented and near whole shell,,,,
1.69E+11,1.69154E+11,OldBone_-_Bivalve_preservation,OldBone_-_Bivalve_preservation,Bivalve Preservation,Bone Associated Insitu Materials; Bone Associated Surface Materials,{poor},poor,3,,284_poor.jpg;520_poor shell no charcoal.jpg,Majority of shell is highly fragmented,,,,
1.69E+11,1.69154E+11,OldBone_-_Bivalve_preservation,OldBone_-_Bivalve_preservation,Bivalve Preservation,Bone Associated Insitu Materials; Bone Associated Surface Materials,{poor},poor,3,,284_poor.jpg;520_poor shell no charcoal.jpg,Majority of shell is highly fragmented,,,,
1.69E+11,1.69154E+11,OldBone_-_Burned_Mussel,OldBone_-_Burned_Mussel,obsolete?,Bone Associated Insitu Materials; Bone Associated Surface Materials,{yes},yes,1,,491_yes.jpg,Mussel is charred or calcined,,"these are not obsolete, please include ""burned mussel"" after bivavle preservation",determine in which workflow does burned mussel come up and check UI,
1.69E+11,1.69154E+11,OldBone_-_Burned_Mussel,OldBone_-_Burned_Mussel,obsolete?,Bone Associated Insitu Materials; Bone Associated Surface Materials,{no},no,2,,492_no.jpg,none of the mussel is charred or calcined,,"these are not obsolete, please include ""burned mussel"" after bivavle preservation",determine in which workflow does burned mussel come up and check UI,
1.69E+11,1.69154E+11,OldBone_-_Burned_Mussel,OldBone_-_Burned_Mussel,obsolete?,Bone Associated Insitu Materials; Bone Associated Surface Materials,{indet},indet,3,,,"cannot determine because material is embedded in sediment, covered with calcium carbonate or buried by a sand veneer",,"these are not obsolete, please include ""burned mussel"" after bivavle preservation",determine in which workflow does burned mussel come up and check UI,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsclay},hsclay,1,,295_hsclay.jpg;296_hsclay.jpg,Heat retainers made from clay or sandy clay,,"Hearth material: change the glossary description from ""if hearthstone material is associated"" to  ""if hearth material is associated""",looks like UI change?,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsclay},hsclay,1,,295_hsclay.jpg;296_hsclay.jpg,Heat retainers made from clay or sandy clay,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hscarb},hscarb,2,,293_hscarb burned & unburned.jpg,Heat retainers made from carbonate nodules,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hscarb},hscarb,2,,293_hscarb burned & unburned.jpg,Heat retainers made from carbonate nodules,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsterm},hsterm,3,,257_none.jpg;289_hsterm_plan.jpg;290_hsterm_section.jpg,Heat retainers made from termite nest -  sandy with visible voids and channels,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsterm},hsterm,3,,257_none.jpg;289_hsterm_plan.jpg;290_hsterm_section.jpg,Heat retainers made from termite nest -  sandy with visible voids and channels,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsother},hsother,4,,297_hsother_silcrete.jpg,"Heat retainers made from other material, e.g. silcrete nodules (record in annotations)",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsother},hsother,4,,297_hsother_silcrete.jpg,"Heat retainers made from other material, e.g. silcrete nodules (record in annotations)",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsindet},hsindet,5,,298_hsindet.jpg,Too deeply buried or encrusted to determine type,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{hsindet},hsindet,5,,298_hsindet.jpg,Too deeply buried or encrusted to determine type,,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{bakedclay},bakedclay,6,,305_bakedclay_pieces.jpg,"Thin layer or small lumps of burnt clay, orange in colour when freshly exposed, broken surfaces may be smooth",,,,
1.69E+11,1.69154E+11,OldBone_-_Associated_Hearth_Material,OldBone_-_Associated_Hearth_Material,Associated hearth material,Bone Associated Insitu Materials; Bone Associated Surface Materials,{bakedclay},bakedclay,6,,305_bakedclay_pieces.jpg,"Thin layer or small lumps of burnt clay, orange in colour when freshly exposed, broken surfaces may be smooth",,,,
